,Tesseract,Ground_Truth
30531,F,OF
30532,ISSUE,ISSUES
30533,DEPTMENTAL,DEPARTMENTAL
30534,F,OF
30535,A,A
30536,th,th
30537,a,a
30538,famlllar,familiar
30539,a,a
30540,a,a
30541,bth,both
30542,qulckly,quickly
30543,Byrd,Byrd
30544,mm,with
30545,a,a
30546,reauthorlzlng,reauthorizing
30547,whlch,which
30548,Prsldent,President
30549,kllled,killed
30550,by,by
30551,commlttes,committees
30552,armscontra,armscontra
30553,tackllng,tackling
30554,Admlnlstratlons,Administrations
30555,trllllon,trillion
30556,Admlnlstratlon,Administration
30557,deflclt,deficit
30558,bllllon,billion
30559,analysts,analysts
30560,bllllon,billion
30561,Cmmlttee,Committee
30562,Willlam,William
30563,B,H
30564,III,III
30565,natlns,nations
30566,th,th
30567,whlch,which
30568,llablllty,liability
30569,polltlcal,political
30570,actlvlty,activity
30571,exlstlng,existing
30572,mm,With
30573,a,a
30574,dlfflcult,difficult
30575,actlvltls,activities
30576,by,by
30577,III,III
30578,actlvltles,activities
30579,by,by
30580,III,III
30581,a,a
30582,CERCLA,CERCLA
30583,EPAS,EPAs
30584,dlfflculty,difficulty
30585,III,III
30586,m,to
30587,a,and
30588,a,a
30589,flrm,firm
30590,a,a
30591,e,Finance
30592,CommlttEE,says
30593,m,to
30594,a,he
30595,Hlth,with
30596,a,a
30597,by,by
30598,partlclpants,participants
30599,sensltlve,sensitive
30600,thls,this
30601,Hlth,with
30602,appearlng,appearing
30603,offlclals,officials
30604,by,by
30605,by,by
30606,g,authorization
30607,a,a
30608,Intrnatlonal,International
30609,worldwle,worldwide
30610,Hlth,with
30611,IAGS,IAGs
30612,a,a
30613,v,US
30614,Hlth,with
30615,emerglng,emerging
30616,affectlng,affecting
30617,actlvltles,activities
30618,flrst,deadline
30619,publlsh,publish
30620,a,a
30621,warnlng,warning
30622,dlscharge,discharge
30623,a,a
30624,posslble,possible
30625,Commlttee,Committee
30626,establlshed,established
30627,a,a
30628,a,a
30629,thls,this
30630,potntlal,potential
30631,lglslatlve,legislative
30632,a,a
30633,months,months
30634,a,a
30635,RefomIllablllty,ReformIiiability
30636,m,to
30637,a,a
30638,n,in
30639,Slgnlflant,significant
30640,Pennsylvanla,Pennsylvania
30641,n,in
30642,Councll,Council
30643,posslbl,possible
30644,Responslblllty,Responsibility
30645,ECRA,ECRA
30646,mm,ECRA
30647,lglslatlon,legislation
30648,by,by
30649,CMAS,CMAs
30650,mm,ECRA
30651,cntlnues,continues
30652,a,a
30653,analysls,analysis
30654,recntly,recently
30655,dlstrlbuted,distributed
30656,CICS,CICs
30657,summry,summary
30658,a,a
30659,by,by
30660,governmnt,government
30661,a,a
30662,by,by
30663,ncreaslngly,increasingly
30664,thls,this
30665,llght,light
30666,accountlng,accounting
30667,a,a
30668,th,the
30669,essentlly,essentially
30670,m,to
30671,governmntal,governmental
30672,solvmg,solving
30673,settlng,setting
30674,a,a
30675,depletln,depletion
30676,conflrmd,confirmed
30677,susplclons,suspicions
30678,by,by
30679,extensln,extension
30680,ethlcs,ethics
30681,a,a
30682,mm,with
30683,Hlth,with
30684,lllegal,illegal
30685,a,a
30686,handllng,handling
30687,Us,US
30688,h,h
30689,Swltzerland,Switzerland
30690,a,a
30691,thls,this
30692,brlng,bring
30693,n,in
30694,ovewhelmlngly,overwhelmingly
30695,overwhelmlngly,overwhelmingly
30696,by,by
30697,ntervlws,interviews
30698,galnlng,gaining
30699,by,by
30700,a,a
30701,twoithlrds,twothirds
30702,By,By
30703,my,AND
30704,slgnlflantly,significantly
30705,by,by
30706,m,FY
30707,fundlng,funding
30708,Consequently,Consequently
30709,hearlngs,hearings
30710,ndcated,indicated
30711,c,of
30712,TSCA,TSCA
30713,Insectlclde,Insecticide
30714,Funglclde,Fungicide
30715,Rodentlclde,Rodenticide
30716,FIFRA,FIFRA
30717,CMAS,CMAs
30718,exlsts,exists
30719,EPAS,EPAs
30720,strlngent,stringent
30721,TSCA,TSCA
30722,m,to
30723,EPA,EPA
30724,mm,with
30725,Admlnlsratlon,Administration
30726,Pollcy,Policy
30727,Plannlng,Planning
30728,IMTGS,IMTGs
30729,Admlnlstrator,Administrator
30730,Agencywlde,Agencywide
30731,commltment,commitment
30732,m,to
30733,admlnlster,administer
30734,a,a
30735,pollcy,policy
30736,A,A
30737,Agencys,Agencys
30738,mm,with
30739,by,by
30740,EPA,EPA
30741,by,by
30742,ndustry,industry
30743,EXATG,EXATG
30744,mm,with
30745,ndustrys,industrys
30746,Hlth,with
30747,Testlng,Testing
30748,TSCA,TSCA
30749,flrst,first
30750,a,a
30751,dustrygovementenvlronment,industrygovemmentenvironment
30752,m,to
30753,governlng,governing
30754,testlng,testing
30755,t,et
30756,a,a
30757,a,a
30758,mm,with
30759,A,A
30760,Asslstant,Assistant
30761,Admlnlstrator,Administrator
30762,Pestlcles,Pesticides
30763,testlng,testing
30764,ndustryEPA,industryEPA
30765,meetlngs,meetings
30766,testlng,testing
30767,Rlsk,Risk
30768,CommltteNotlflcatlon,CommitteeNotification
30769,Reportlng,Reporting
30770,a,a
30771,e,is
30772,rlsk,risk
30773,rlsk,risk
30774,Hlth,with
30775,mm,with
30776,B,EPA
30777,flrst,first
30778,mm,IARC
30779,meetlngs,meetings
30780,actlvlty,activity
30781,by,by
30782,PhD,PhD
30783,nu,PhD
30784,a,a
30785,mm,IARC
30786,ndustryIARC,industryIARC
30787,IARCS,IARCs
30788,lentlflc,scientific
30789,objectlvlty,objectivity
30790,technlcal,technical
30791,whlch,which
30792,carclnogenlclty,carcinogenicity
30793,J,J
30794,PhD,PhD
30795,cm,CMA
30796,meetlng,meetings
30797,meetlngs,meetings
30798,by,by
30799,assembllng,assembling
30800,speclflc,specific
30801,entltled,entitled
30802,CMAAI,CMAAIHCAPINACAPMA
30803,CAPINACAPMA,July
30804,carclnoenlclty,carcinogenicity
30805,Toxlclty,Toxicity
30806,Relatlonshlps,Relationships
30807,by,by
30808,E,E
30809,PhD,PhD
30810,Jeffrson,Jefferson
30811,Teratolgy,Teratology
30812,CMAS,CMAs
30813,Commlttee,Committee
30814,commlssloned,commissioned
30815,establlsh,establish
30816,sclentlflc,scientific
30817,toxlclty,toxicity
30818,testlng,testing
30819,dlstrlbuted,distributed
30820,manuscrlpt,manuscript
30821,x,HR
30822,Commlttee,Committee
30823,dld,did
30824,a,a
30825,a,a
30826,plannlng,planning
30827,commlsslon,commission
30828,L,Louisiana
30829,LCA,is
30830,a,a
30831,plannlng,planning
30832,commlslon,commission
30833,Hlth,with
30834,LCA,LCA
30835,servlng,serving
30836,commlsslon,commission
30837,represnts,represents
30838,by,by
30839,partlclpants,participants
30840,luvplementlng,implementing
30841,mm,with
30842,memberhlps,memberships
30843,addltlonal,additional
30844,responslblllty,responsibility
30845,T,Title
30846,e,III
30847,III,for
30848,CCAE,The
30849,settlng,setting
30850,III,III
30851,thls,this
30852,lowlng,It
30853,my,my
30854,by,by
30855,Assoctlon,Association
30856,AMAS,AMAs
30857,a,a
30858,dlrectrs,directors
30859,thls,this
30860,whlch,which
30861,ndustry,industry
30862,notlflcatlon,notification
30863,requlrements,requirements
30864,offlclals,officials
30865,Brazlllan,Brazilian
30866,assoctlon,association
30867,nvted,invited
30868,cm,CMA
30869,mm,with
30870,offlclals,officials
30871,workln,working
30872,meetlngs,meetings
30873,Hlth,with
30874,Brazlllan,Brazilian
30875,Actlvlty,Activity
30876,partlclpatlng,participating
30877,recognltlon,recognition
30878,plannlng,planning
30879,shw,show
30880,a,a
30881,plannlng,planning
30882,commlttee,committee
30883,mm,with
30884,exlblllty,flexibility
30885,crltlcs,critics
30886,flexlblllty,flexibility
30887,Cmngress,Congress
30888,overslght,oversight
30889,hearlngs,hearings
30890,thls,this
30891,III,III
30892,fundlng,funding
30893,III,III
30894,a,a
30895,mm,with
30896,Notlflcatlon,Notification
30897,submltted,submitted
30898,drft,draft
30899,a,a
30900,notlflcatlon,notification
30901,reportlng,reporting
30902,Reauthrlzatlon,Reauthorization
30903,notlflcatlon,notification
30904,reportlng,reporting
30905,CMAS,CMAs
30906,A,CMA
30907,dld,did
30908,mm,with
30909,dlsclosure,disclosure
30910,mmmus,minimus
30911,deslgntlon,designation
30912,Analytlcal,Analytical
30913,Actlvltles,Activities
30914,workshp,workshop
30915,LA,LA
30916,III,III
30917,workshp,workshop
30918,m,to
30919,hlghllght,highlight
30920,Actlvltles,Activities
30921,flrst,first
30922,Superfundlnsurance,Superfundinsurance
30923,Importnt,Important
30924,a,an
30925,llabllltles,liabilities
30926,pollcls,policies
30927,pollcls,policies
30928,a,a
30929,fundlng,funding
30930,partlclpatlon,participation
30931,m,to
30932,Contlngency,Contingency
30933,NC,NCP
30934,lltlgtlon,litigation
30935,mm,with
30936,NC,NCP
30937,by,by
30938,a,a
30939,by,by
30940,Actlvltles,Activities
30941,worklng,working
30942,mm,with
30943,a,a
30944,actlvltles,activities
30945,artlcle,article
30946,wastedposlng,wastedisposing
30947,sncnm,fRCRA
30948,Agencys,Agencys
30949,A,CMA
30950,m,to
30951,th,th
30952,dlscusslng,discussing
30953,Industry,Industry
30954,a,a
30955,startlng,starting
30956,posslble,possible
30957,worklng,working
30958,Overlght,Oversight
30959,hearlngs,hearings
30960,EPA,RCRA
30961,mm,RCRA
30962,conductlng,conducting
30963,actlvltles,activities
30964,Flrst,First
30965,a,a
30966,semlnarbrleflng,seminarbriefing
30967,actlvlty,activity
30968,a,a
30969,by,by
30970,mm,key
30971,technlcal,technical
30972,a,we
30973,overslght,oversight
30974,hearlngs,hearings
30975,antlclpated,anticipated
30976,cm,RCRA
30977,mngll,Dingell
30978,mm,RCRA
30979,mm,with
30980,overslght,oversight
30981,hearlngs,hearings
30982,Mlnlmlzatlon,Minimization
30983,RCRA,RCRA
30984,establlsh,establish
30985,e,minimization
30986,mlnlmlzatlon,program
30987,cm,CMA
30988,a,a
30989,Welliestabllshed,wellestablished
30990,mm,with
30991,EPA,EPA
30992,publlc,public
30993,Hlth,with
30994,thls,this
30995,thls,this
30996,mlnlmlzatlon,minimization
30997,a,a
30998,thls,this
30999,llttle,little
31000,actlvlty,activity
31001,flrst,first
31002,mlnlmlzatlon,minimization
31003,emerglng,emerging
31004,Commlttee,Committee
31005,by,by
31006,ellmlnatlon,elimination
31007,prohlbltlng,prohibiting
31008,contactlng,contacting
31009,dlstrlcts,districts
31010,a,a
31011,perslsts,persists
31012,hearlngs,hearings
31013,speclflcally,specifically
31014,m,to
31015,overslght,oversight
31016,hearlngs,hearings
31017,Hlth,with
31018,m,to
31019,submltted,submitted
31020,EPAS,EPAs
31021,avaliablllty,availability
31022,restrlctlons,restrictions
31023,landfllls,landfills
31024,CMAS,CMAs
31025,varlablllty,variability
31026,modlflcatlons,modifications
31027,a,a
31028,Analytlcal,Analytical
31029,Actlvltles,Activities
31030,cm,CMA
31031,a,a
31032,partlclpated,participated
31033,cm,CMA
31034,a,a
31035,e,ie
31036,toxlclty,toxicity
31037,mmmum,minimum
31038,Actlvltles,Activities
31039,landflll,landfill
31040,m,to
31041,recelvlng,receiving
31042,Hlthln,within
31043,Hlth,with
31044,retroflttlng,retrofitting
31045,Hlth,with
31046,Rastrlcuonsy,Rastrlctions
31047,a,a
31048,by,by
31049,m,to
31050,EPAS,EPAs
31051,restrlctlng,restricting
31052,dloxlns,dioxins
31053,EPAS,EPAs
31054,Speclflcally,Specifically
31055,EPAS,EPAs
31056,llmltatlon,limitation
31057,ndvdual,individual
31058,ndvdual,individual
31059,unlts,units
31060,cm,CMA
31061,EPAS,EPAs
31062,m,to
31063,a,a
31064,assesslng,assessing
31065,Agencys,Agencys
31066,adoptlng,adopting
31067,dellstlng,delisting
31068,landfllls,landfills
31069,EPAS,EPAs
31070,tespeclflc,sitespecific
31071,decldlng,deciding
31072,m,to
31073,tespeclflc,sitespecific
31074,Drlnklng,Drinking
31075,cm,CMA
31076,m,to
31077,actlvltles,activities
31078,whlch,which
31079,ndustry,industry
31080,restrlctlons,restrictions
31081,pestlcldes,pesticides
31082,concernlng,concerning
31083,llablllty,liability
31084,mechanlsms,mechanisms
31085,a,a
31086,partlclpant,participant
31087,EPAS,EPAs
31088,Pollcy,Policy
31089,whlch,which
31090,mm,with
31091,addresslng,addressing
31092,Drlnklng,Drinking
31093,Commlttees,Committees
31094,Actlvltles,Activities
31095,challenglng,challenging
31096,EPAS,EPAs
31097,RMCL,RMCLs
31098,synthetlc,synthetic
31099,by,by
31100,cm,CMA
31101,Instltute,Institute
31102,APB,API
31103,jolntlw,jointly
31104,Alllance,Alliance
31105,msmy,HSIA
31106,challenglng,challenging
31107,addltlonal,additional
31108,replylng,replying
31109,m,to
31110,cm,CMA
31111,AP,API
31112,AP,API
31113,RMCL,RMCL
31114,cm,CMA
31115,by,by
31116,carclnogenlclty,carcinogenicity
31117,A,A
31118,urglng,urging
31119,mm,him
31120,mm,bill
31121,cltlng,citing
31122,th,th
31123,b,bill
31124,x,HR
31125,m,to
31126,commlttee,committee
31127,commlttee,committee
31128,subcommlttee,subcommittee
31129,responslble,responsible
31130,commltted,committed
31131,m,to
31132,by,by
31133,mm,with
31134,munlclpal,municipal
31135,regardlng,regarding
31136,Actlvltles,Activities
31137,Pestlcldes,Pesticides
31138,publlshed,published
31139,a,a
31140,announclng,announcing
31141,a,a
31142,CMANACA,CMANACA
31143,challenglng,challenging
31144,cm,CMA
31145,pestlcldes,pesticides
31146,ndustry,industry
31147,a,a
31148,technlcal,technical
31149,a,a
31150,a,a
31151,mm,with
31152,respondlng,responding
31153,m,to
31154,by,by
31155,cm,CMA
31156,by,by
31157,a,a
31158,Hlth,with
31159,Thlrd,Third
31160,mm,with
31161,ndustry,industry
31162,revlew,review
31163,CMAS,CMAs
31164,by,by
31165,confllct,conflict
31166,by,by
31167,electrlclty,electricity
31168,ndustry,industry
31169,III,III
31170,emlsslons,emissions
31171,reportlng,reporting
31172,plannlng,planning
31173,rlghtitoiknow,righttoknow
31174,mm,with
31175,By,By
31176,Sprlng,Spring
31177,hearlngs,hearings
31178,leadershlp,leadership
31179,Commlttees,Committees
31180,Byrd,Byrd
31181,DrwvAy,DWVA
31182,HouSE,House
31183,Commlttee,Committee
31184,ranklng,ranking
31185,a,a
31186,c,f
31187,Commlttee,Committee
31188,leadershlp,leadership
31189,iSSuE,issue
31190,publlshed,published
31191,a,a
31192,unplementlng,implementing
31193,pollcy,policy
31194,Addltlonal,Additional
31195,deslgnlng,designing
31196,emlsslons,emissions
31197,EPA,EPA
31198,Emlsslon,Emission
31199,a,a
31200,emlsslons,emissions
31201,hlghllghts,highlights
31202,o,o
31203,o,o
31204,o,o
31205,o,o
31206,o,o
31207,o,o
31208,emlsslon,emission
31209,technlques,techniques
31210,emlsslons,emissions
31211,notlflcatlon,notification
31212,reportlng,reporting
31213,EPAS,EPAs
31214,Implementlng,Implementing
31215,Pollcy,Policy
31216,E,E
31217,Unlverslty,University
31218,Pollcy,Policy
31219,a,a
31220,asslstance,assistance
31221,rlsk,risk
31222,exlstlng,existing
31223,a,a
31224,handsmn,handson
31225,mm,with
31226,ndvdual,individual
31227,partlclpants,participants
31228,worklng,working
31229,Analysls,Analysis
31230,Commlttee,Committee
31231,by,by
31232,CommlttEE,Committee
31233,Analysls,Analysis
31234,handllng,handling
31235,quantltles,quantities
31236,hlghly,highly
31237,penallzlng,penalizing
31238,Actlvltles,Activities
31239,establlshlng,establishing
31240,dlstrlct,district
31241,Hlth,with
31242,a,a
31243,speclflc,specific
31244,prlnclples,principles
31245,toxlcs,toxics
31246,Meetlngs,Meetings
31247,CMAS,CMAs
31248,dented,identified
31249,membershlp,membership
31250,commlttees,committees
31251,jurlsdlctlon,jurisdiction
31252,a,a
31253,constltuent,constituent
31254,dlstrlcts,districts
31255,dented,identified
31256,actlvlty,activity
31257,commlttee,committee
31258,asslgnments,assignments
31259,accordlngly,accordingly
31260,submltted,submitted
31261,EPAS,EPAs
31262,lndustralcommcrclalinsttutlonal,lndustrialcommcrcialinstitutional
31263,unlts,units
31264,cm,CMA
31265,crltlclzed,criticized
31266,cm,CMA
31267,emlsslon,emission
31268,by,by
31269,mm,with
31270,thls,this
31271,contradlcts,contradicts
31272,v,US
31273,by,by
31274,Addltlonally,Additionally
31275,emlsslons,emissions
31276,unreallstlc,unrealistic
31277,emlsslon,emission
31278,exlstlng,existing
31279,efflclent,efficient
31280,a,a
31281,whlch,which
31282,Actlvltles,Activities
31283,nvolvng,involving
31284,mm,with
31285,dlscretlon,discretion
31286,settlng,setting
31287,cm,CMA
31288,partlclpated,participated
31289,thls,this
31290,supportlng,supporting
31291,EPAS,EPAs
31292,feaslblllty,feasibility
31293,settlng,setting
31294,emlsslon,emission
31295,permlts,permits
31296,feaslblllty,feasibility
31297,v,US
31298,dlscretlon,discretion
31299,settlng,setting
31300,emlsslon,emission
31301,afflrmed,affirmed
31302,wlthdrawlng,withdrawing
31303,feaslblllty,feasibility
31304,a,a
31305,slmllar,similar
31306,lltlgatlon,litigation
31307,nvolvng,involving
31308,lltlgatlon,litigation
31309,mm,with
31310,v,US
31311,by,by
31312,slmllar,similar
31313,feaslblllty,feasibility
31314,settlng,setting
31315,emlsslon,emission
31316,descrlbe,describe
31317,A,A
31318,attendlng,attending
31319,speclflc,specific
31320,mm,With
31321,Commlttee,Committee
31322,CMAS,CMAs
31323,mm,with
31324,Dlstrlbutlon,Distribution
31325,HMTA,HMTA
31326,mm,With
31327,hearlngs,hearings
31328,a,a
31329,Fundlng,Funding
31330,actlvltles,activities
31331,whlch,which
31332,whlch,which
31333,offlclals,officials
31334,satlsfled,satisfied
31335,thls,this
31336,sufflclent,sufficient
31337,by,by
31338,addltlonal,additional
31339,Accordlngly,Accordingly
31340,actlvlty,activity
31341,th,th
31342,by,by
31343,whlch,which
31344,Commlttees,Committees
31345,V,visit
31346,flrst,first
31347,CMAS,CMAs
31348,exlstlng,existing
31349,Hlth,with
31350,llcenslng,licensing
31351,Currently,Currently
31352,by,by
31353,ndvdual,individual
31354,establlsh,establish
31355,a,a
31356,whlch,which
31357,by,by
31358,whlch,which
31359,a,a
31360,Reportlng,Reporting
31361,a,a
31362,rlghtitoiknow,righttoknow
31363,III,III
31364,reauthorlzlng,reauthorizing
31365,addltlonal,additional
31366,reportlng,reporting
31367,spllls,spills
31368,addltlon,addition
31369,ncdents,incidents
31370,ncdent,incident
31371,thls,this
31372,sollclted,solicited
31373,Shlpplng,Shipping
31374,Marltlme,Maritime
31375,Admlnlstratlon,Administration
31376,Hlth,with
31377,CMAS,CMAs
31378,shlppers,shippers
31379,Shlpplng,Shipping
31380,Dlstrlbutlon,Distribution
31381,Commlttee,Committee
31382,ngh,High
31383,rlght,right
31384,II,II
31385,mm,with
31386,v,US
31387,luvplementlng,implementing
31388,II,II
31389,shlpment,shipment
31390,by,by
31391,cm,CMA
31392,v,US
31393,Hlth,with
31394,technlcal,technical
31395,a,a
31396,Marltlme,Maritime
31397,shlpments,shipments
31398,m,to
31399,addltlonal,additional
31400,cm,CMA
31401,convlnced,convinced
31402,Dlstrlct,District
31403,Commlsslon,Commission
31404,a,a
31405,commlsslon,commission
31406,establlshed,established
31407,by,by
31408,Dlstrlct,District
31409,rlsks,risks
31410,by,by
31411,Dlstrlcts,Districts
31412,controlllng,controlling
31413,rlsks,risks
31414,cm,CMA
31415,mm,with
31416,submlttlng,submitting
31417,Commlsslon,Commission
31418,clarlflcatlon,clarification
31419,cm,CMA
31420,Commlsslons,Commissions
31421,cm,CMA
31422,whlch,which
31423,by,by
31424,Commlsslon,Commission
31425,a,a
31426,dltch,ditch
31427,a,a
31428,ICCs,ICCs
31429,a,a
31430,mm,with
31431,Commlsslon,Commission
31432,a,a
31433,Marltlme,Maritime
31434,Commlsslon,Commission
31435,urglng,urging
31436,regardlng,regarding
31437,USPeru,USPeru
31438,nsttutlonallze,institutionalize
31439,USPeru,USPeru
31440,llmltatlons,limitations
31441,competltlve,competitive
31442,thlrdiflag,thirdflag
31443,cm,CMA
31444,a,a
31445,USBrazlllan,USBrazilian
31446,Brazlls,Brazils
31447,v,US
31448,Brazlllan,Brazilian
31449,cm,CMA
31450,th,that
31451,v,US
31452,exportersshlppers,exportersshippers
31453,by,by
31454,trylng,trying
31455,mm,with
